Craton,REFERENCE,SAMPLE_ID,ROCK_NAME,LATITUDE,LONGITUDE,MIN_AGE,AGE,MAX_AGE,C_MIN_AGE,C_AGE,C_MAX_AGE,Arc_probability3,SIO2,TIO2,AL2O3,FEOT,MNO,MGO,CAO,NA2O,K2O,P2O5,SC,V,CR,CO,NI,CU,ZN,GA,RB,SR,Y,ZR,NB,CS,BA,LA,CE,PR,ND,SM,EU,GD,TB,DY,HO,ER,TM,YB,LU,HF,TA,PB,TH,U
Eastern Dharwar,SIGNIFICANCE OF THE ARCHEAN BIMODAL VOLCANICS FROM THE RAMNAGIRI SCHIST BELT IN THE FORMATION OF EASTERN DHARWAR CRATON,RM#34,BASALT,14.25,77.55,2500,3175,3850,2682,2746,2810,0.990319133,49.15,1.82,13.82,14.7,0.18,4.62,8.18,2.67,0.38,0.31,,,142,,105,,,,,278,35,80,,,36,,,,,,,,,,,,,,,,,,,
Eastern Dharwar,SIGNIFICANCE OF THE ARCHEAN BIMODAL VOLCANICS FROM THE RAMNAGIRI SCHIST BELT IN THE FORMATION OF EASTERN DHARWAR CRATON,RM#3,BASALT,14.25,77.55,2500,3175,3850,2682,2746,2810,0.999877214,51.62,1.09,15.36,10.82,0.17,5.1,9.6,2.5,0.98,0.09,,,289,,129,,,,,169,33,92,,,184,,15.99,,10.12,2.74,0.93,2.76,,3.19,,2.5,,1.89,,,,,,
Eastern Dharwar,SIGNIFICANCE OF THE ARCHEAN BIMODAL VOLCANICS FROM THE RAMNAGIRI SCHIST BELT IN THE FORMATION OF EASTERN DHARWAR CRATON,RM#57,BASALT,14.25,77.55,2500,3175,3850,3456,3461,3466,0.989946544,49.22,1.53,14.44,14.1,0.17,5.3,7.8,2.5,0.85,0.26,,,229,,162,,,,,262,28,71,,,86,,23.9,,14.12,3.42,1.17,3.72,,3.56,,2.28,,1.17,,,,,,
Eastern Dharwar,SIGNIFICANCE OF THE ARCHEAN BIMODAL VOLCANICS FROM THE RAMNAGIRI SCHIST BELT IN THE FORMATION OF EASTERN DHARWAR CRATON,RM#55,BASALT,14.25,77.55,2500,3175,3850,3456,3461,3466,0.998935878,49.27,1.6,14.5,14.1,0.2,5.3,7.11,2.01,0.89,0.2,,,175,,183,,,,,167,30,72,,,44,,35.54,,19.74,4.44,1.41,4.47,,4.1,,2.66,,1.98,,,,,,
Barberton,SILICA ALTERATION ZONES IN THE BARBERTON GREENSTONE BELT: A WINDOW INTO SUBSEAFLOOR PROCESSES 3.5 - 3.3 GA AGO,AH10,BASALT,-25.8,30.8,3300,3400,3500,3445,3458.5,3472,0.998981655,46.28,1.2,15.61,13.64,0.2,8.78,3.27,0.08,4.37,0.11,,507,163,56,115,226.16,,,118.41,60.7,22.67,,3.01,3.47,177,2.41,8.51,1.42,8.05,2.58,0.78,3.44,0.58,4.14,0.88,2.56,0.38,2.52,0.4,1.56,,0.69,0.26,0.07
Barberton,SILICA ALTERATION ZONES IN THE BARBERTON GREENSTONE BELT: A WINDOW INTO SUBSEAFLOOR PROCESSES 3.5 - 3.3 GA AGO,AH17,BASALT,-25.8,30.8,3300,3400,3500,3445,3458.5,3472,0.030946029,52.86,0.9,12.68,11.86,0.19,5.29,9.7,1.34,0.74,0.07,26.22,347,104,40,80,159.16,98.95,,21.25,365.46,19.21,55.78,2.79,,22,3.25,9.49,1.47,7.54,2.4,0.96,3.23,0.54,3.52,0.72,2.17,0.31,2.11,0.31,1.52,0.16,2.04,0.24,0.06
Barberton,SILICA ALTERATION ZONES IN THE BARBERTON GREENSTONE BELT: A WINDOW INTO SUBSEAFLOOR PROCESSES 3.5 - 3.3 GA AGO,AH6,BASALT,-25.8,30.8,3300,3400,3500,3482,3486,3490,0.073177882,53.47,1.65,12.38,10.43,0.16,3.97,6.24,3.53,0,0.21,,305,189,43,97,100.09,,,0.32,72.73,34.66,139.47,7.21,0.14,12,8.22,23.01,3.28,16.96,4.9,1.34,5.74,0.93,6.44,1.31,3.84,0.53,3.58,0.52,3.48,0.36,0.92,0.74,0.21
Barberton,SILICA ALTERATION ZONES IN THE BARBERTON GREENSTONE BELT: A WINDOW INTO SUBSEAFLOOR PROCESSES 3.5 - 3.3 GA AGO,AMM2,BASALT,-25.8,30.8,3300,3400,3500,3482,3486,3490,0.016073784,53.9,0.52,10.85,4.58,0.31,6.06,10.16,0,1.26,0.02,33.21,236,2304,39,380,56.37,,,44.59,35.98,2.21,18.69,0.6,0.57,48,0.28,0.62,0.09,0.49,0.15,0.06,0.27,0.05,0.39,0.09,0.3,0.06,0.35,0.06,0.41,0.03,1.29,0.04,0.02
Barberton,SILICA ALTERATION ZONES IN THE BARBERTON GREENSTONE BELT: A WINDOW INTO SUBSEAFLOOR PROCESSES 3.5 - 3.3 GA AGO,AK10,BASALT,-25.8,30.8,3300,3400,3500,3334,3375,3416,0.088694394,52.89,1.43,13.41,9.9,0.11,6.33,4.51,3.62,0.71,0.13,23.94,311,132,46,109,105.14,102.44,,29.02,180.25,19.95,111.8,8.84,,61,8.71,23.44,3.48,16.08,4.13,1.58,4.55,0.72,4.27,0.8,2.31,0.31,2.1,0.29,2.74,0.5,1.84,0.74,0.17
Barberton,SILICA ALTERATION ZONES IN THE BARBERTON GREENSTONE BELT: A WINDOW INTO SUBSEAFLOOR PROCESSES 3.5 - 3.3 GA AGO,AT7,BASALT,-25.8,30.8,3300,3400,3500,3544,3547,3550,0.004753914,47.06,1.56,11.68,16.6,0.27,6.85,9.89,2.18,0.18,0.12,26.99,283,115,68,117,247.19,165.7,,1.74,130.63,17.18,84.14,9.92,,28,11.79,26.09,4.17,19.45,4.5,1.58,4.93,0.69,3.76,0.69,1.94,0.26,1.65,0.23,2.17,0.55,2.28,0.57,0.13
Barberton,SILICA ALTERATION ZONES IN THE BARBERTON GREENSTONE BELT: A WINDOW INTO SUBSEAFLOOR PROCESSES 3.5 - 3.3 GA AGO,AT8,BASALT,-25.8,30.8,3300,3400,3500,3544,3547,3550,0.000122683,48.95,1.5,10.88,17.14,0.51,4.97,9.32,2.54,0.15,0.12,32.65,319,539,76,202,246.15,192.96,,3.31,169.04,17.51,79.42,9.12,,111,9.92,24.2,3.67,17.25,4.22,1.49,4.74,0.67,3.78,0.69,1.93,0.25,1.61,0.22,2.1,0.52,1.93,0.55,0.13
Barberton,SILICA ALTERATION ZONES IN THE BARBERTON GREENSTONE BELT: A WINDOW INTO SUBSEAFLOOR PROCESSES 3.5 - 3.3 GA AGO,AT9,BASALT,-25.8,30.8,3300,3400,3500,3544,3547,3550,4.17395E-05,48.53,1.83,12.76,16.25,0.28,4.58,7.83,4.05,0.2,0.15,13.42,230,2,56,42,290.86,153.26,,1.52,141.95,20.73,109.65,13.26,,38,12.53,34.1,5.08,23.7,5.49,1.94,6.04,0.84,4.61,0.84,2.38,0.31,2,0.28,2.73,0.75,1.76,0.78,0.22
Abitibi,SILICATE-PEROVSKITE AND MAJORITE SIGNATURE KOMATIITES FROM THE ARCHEAN ABITIBI GREENSTONE BELT: IMPLICATIONS FOR EARLY MANTLE DIFFERENTIATION AND STRATIFICATION,T13,THOLEIITE,48.47,-81.4,2500,3175,3850,2703,2706.5,2710,3.32891E-05,49.6,0.941,12.9,12.33,0.18,7.55,7.32,2.04,0.74,0.08,45.4,305,293,,120,,,,,,23.5,47.9,2.33,,,,,,,,,,,,,,,,,1.39,,,0.24,
Abitibi,SILICATE-PEROVSKITE AND MAJORITE SIGNATURE KOMATIITES FROM THE ARCHEAN ABITIBI GREENSTONE BELT: IMPLICATIONS FOR EARLY MANTLE DIFFERENTIATION AND STRATIFICATION,T15,THOLEIITE,48.47,-81.4,2500,3175,3850,2703,2706.5,2710,0.997019827,51.3,0.622,15.63,11.79,0.29,5.71,7.58,2.39,0.04,0.06,71.7,293,38,,108,,,,,,23.2,39.4,1.8,,,,,,,,,,,,,,,,,1.1,,,0.28,
Abitibi,SILICATE-PEROVSKITE AND MAJORITE SIGNATURE KOMATIITES FROM THE ARCHEAN ABITIBI GREENSTONE BELT: IMPLICATIONS FOR EARLY MANTLE DIFFERENTIATION AND STRATIFICATION,T7,THOLEIITE,48.47,-81.4,2500,3175,3850,2703,2706.5,2710,0.999414206,50.7,0.642,15.4,12.24,0.3,5.8,7.4,2.58,0.06,0.07,75.2,297,27,,102,,,,,,25.9,39.4,1.9,,,,,,,,,,,,,,,,,1.02,,,0.36,
Abitibi,SILICATE-PEROVSKITE AND MAJORITE SIGNATURE KOMATIITES FROM THE ARCHEAN ABITIBI GREENSTONE BELT: IMPLICATIONS FOR EARLY MANTLE DIFFERENTIATION AND STRATIFICATION,T8,THOLEIITE,48.47,-81.4,2500,3175,3850,2703,2706.5,2710,0.999403715,45.7,0.534,14.8,11.43,0.4,6.1,11.4,1.87,0.05,0.06,47.9,240,136,,160,,,,,,23.4,25.3,1.75,,,,,,,,,,,,,,,,,0.66,,,0.26,
Abitibi,SILICATE-PEROVSKITE AND MAJORITE SIGNATURE KOMATIITES FROM THE ARCHEAN ABITIBI GREENSTONE BELT: IMPLICATIONS FOR EARLY MANTLE DIFFERENTIATION AND STRATIFICATION,mp-14,THOLEIITE,48.47,-81.4,2500,3175,3850,2700,2720,2740,0.99969852,49.5,0.886,7.08,12.15,0.24,12.6,11.4,1.28,0.12,0.08,28.1,198,922,,362,,,,,,13.8,57.3,3.2,,,,,,,,,,,,,,,,,1.88,,,0.43,
Abitibi,SILICATE-PEROVSKITE AND MAJORITE SIGNATURE KOMATIITES FROM THE ARCHEAN ABITIBI GREENSTONE BELT: IMPLICATIONS FOR EARLY MANTLE DIFFERENTIATION AND STRATIFICATION,mp-17,THOLEIITE,48.47,-81.4,2500,3175,3850,2700,2720,2740,0.999436319,52.1,1.91,13,16.65,0.26,2.25,5.97,4.27,0.32,0.22,18.2,68,17,,10,,,,,,41.4,169,11.6,,,,,,,,,,,,,,,,,4.7,,,1.04,
Abitibi,SILICATE-PEROVSKITE AND MAJORITE SIGNATURE KOMATIITES FROM THE ARCHEAN ABITIBI GREENSTONE BELT: IMPLICATIONS FOR EARLY MANTLE DIFFERENTIATION AND STRATIFICATION,mp-20,THOLEIITE,48.47,-81.4,2500,3175,3850,2700,2720,2740,0.869166851,49.9,1.41,11.7,14.31,0.28,6.05,8.84,3.15,0.57,0.14,25.2,251,28,,61,,,,,,25.9,116,7.18,,,,,,,,,,,,,,,,,3.22,,,0.72,
Abitibi,SILICATE-PEROVSKITE AND MAJORITE SIGNATURE KOMATIITES FROM THE ARCHEAN ABITIBI GREENSTONE BELT: IMPLICATIONS FOR EARLY MANTLE DIFFERENTIATION AND STRATIFICATION,mp-22,THOLEIITE,48.47,-81.4,2500,3175,3850,2700,2720,2740,0.969398975,47.7,1.84,12,14.49,0.19,6.78,8.11,1.49,0.89,0.14,49.4,413,92,,35,,,,,,37.6,116,5.83,,,,,,,,,,,,,,,,,3.22,,,0.49,
Abitibi,SILICATE-PEROVSKITE AND MAJORITE SIGNATURE KOMATIITES FROM THE ARCHEAN ABITIBI GREENSTONE BELT: IMPLICATIONS FOR EARLY MANTLE DIFFERENTIATION AND STRATIFICATION,mp-23,THOLEIITE,48.47,-81.4,2500,3175,3850,2700,2720,2740,0.944766283,46.1,1.61,13.6,14.67,0.2,6.74,10,1.25,0.06,0.11,44.7,397,100,,68,,,,,,29,82.5,4.72,,,,,,,,,,,,,,,,,2.57,,,0.39,
Abitibi,SILICATE-PEROVSKITE AND MAJORITE SIGNATURE KOMATIITES FROM THE ARCHEAN ABITIBI GREENSTONE BELT: IMPLICATIONS FOR EARLY MANTLE DIFFERENTIATION AND STRATIFICATION,B-6,THOLEIITE,48.47,-81.4,2500,3175,3850,2718,2720,2722,0.956904411,51.2,0.795,15.4,15.03,0.27,2.17,6.04,5.28,0.41,0.2,6.02,12,3,,8,,,,,,30.1,141,26.1,,,,,,,,,,,,,,,,,3.5,,,2.6,
Abitibi,SILICATE-PEROVSKITE AND MAJORITE SIGNATURE KOMATIITES FROM THE ARCHEAN ABITIBI GREENSTONE BELT: IMPLICATIONS FOR EARLY MANTLE DIFFERENTIATION AND STRATIFICATION,B-7,THOLEIITE,48.47,-81.4,2500,3175,3850,2718,2720,2722,0.996642232,49.5,0.872,14.3,18.63,0.28,2.55,5.37,5.06,0.44,0.21,4.24,18,5,,8,,,,,,25.2,121,22.5,,,,,,,,,,,,,,,,,3.05,,,2.06,
Aldan shield,SM-ND AGE AND GEOCHEMISTRY OF METAVOLCANICS FROM THE OLODINSKII GREENSTONE BELT (ALDAN SHIELD),85140,BASALT,57.03,120.72,2500,3175,3850,2950,2966,2982,0.995805383,47.74,0.71,14.99,9.22,0.21,10.8,12.83,1.34,0.01,0.03,,,,,,,,,3,95,12,56,7,,105,,,,2.688,0.9877,,,,,,,,,,,,,,
Aldan shield,SM-ND AGE AND GEOCHEMISTRY OF METAVOLCANICS FROM THE OLODINSKII GREENSTONE BELT (ALDAN SHIELD),86231/1,BASALT,57.03,120.72,2500,3175,3850,2950,2966,2982,0.997268975,48.46,1.87,12.93,16.14,0.2,4.89,10.59,2.65,0.27,0.2,,,,,,,,,4,160,15,60,10,,115,,,,7.618,2.293,,,,,,,,,,,,,,
Aldan shield,SM-ND AGE AND GEOCHEMISTRY OF METAVOLCANICS FROM THE OLODINSKII GREENSTONE BELT (ALDAN SHIELD),86226,BASALT,57.03,120.72,2500,3175,3850,2950,2966,2982,0.937061489,47.89,0.75,14.28,12.47,0.18,9.7,11.17,2,0.3,0.03,,,,,,,,,2,105,15,40,15,,110,,,,3.353,1.283,,,,,,,,,,,,,,
Himalayan belt,"SM-ND AGE AND PETROGENESIS OF RAMPUR METAVOLCANIC ROCKS, NW HIMALAYAS: LATE ARCHAEAN RELICS IN THE HIMALAYAN BELT",Rj2,THOLEIITE,31,77,2500,3175,3850,2420,2510,2600,0.95119673,51.28,1.02,14.48,10.88,0.2,6.05,8.1,3.2,2.27,0.18,39,285,191,,,,,16,52,145,21,77,10,,,8.47,21.86,,11.57,3.23,0.95,3.73,,3.46,,1.84,,1.96,0.32,,,,1.49,
Himalayan belt,"SM-ND AGE AND PETROGENESIS OF RAMPUR METAVOLCANIC ROCKS, NW HIMALAYAS: LATE ARCHAEAN RELICS IN THE HIMALAYAN BELT",Rj4,THOLEIITE,31,77,2500,3175,3850,2420,2510,2600,0.011179043,52.65,1.15,14.55,10.21,0.13,6.77,8.21,2.14,1.32,0.27,31,126,126,,,,,9,100,32,35,156,9,,409,22.83,50.38,,24.54,5.85,1.59,5.31,,5.27,,3.03,,2.79,0.53,,,,0.39,
Himalayan belt,"SM-ND AGE AND PETROGENESIS OF RAMPUR METAVOLCANIC ROCKS, NW HIMALAYAS: LATE ARCHAEAN RELICS IN THE HIMALAYAN BELT",Rj5,THOLEIITE,31,77,2500,3175,3850,2420,2510,2600,0.171644121,52.45,0.93,13.17,11.53,0.17,6.5,8.94,2.49,1.67,0.2,,,317,,,,,,47,105,21,85,5,,329,9.29,23.23,,11.62,3.04,0.76,2.72,,2.94,,1.8,,1.71,0.28,,,,4.05,
Himalayan belt,"SM-ND AGE AND PETROGENESIS OF RAMPUR METAVOLCANIC ROCKS, NW HIMALAYAS: LATE ARCHAEAN RELICS IN THE HIMALAYAN BELT",Rj6,THOLEIITE,31,77,2500,3175,3850,2420,2510,2600,0.951162696,53.71,0.81,15.29,8.7,0.15,6.46,7.02,3.29,1.68,0.1,42,264,220,,,,,15,36,195,22,124,14,,,14.94,31.2,,16.17,3.76,0.96,3.47,,3.48,,1.94,,1.9,0.33,,,,4.11,
Himalayan belt,"SM-ND AGE AND PETROGENESIS OF RAMPUR METAVOLCANIC ROCKS, NW HIMALAYAS: LATE ARCHAEAN RELICS IN THE HIMALAYAN BELT",Rj8,THOLEIITE,31,77,2500,3175,3850,2420,2510,2600,0.014459869,53.17,1.4,14.13,10.89,0.16,6.34,6.51,3.17,1.3,0.27,32,69,130,,,,,18,59,149,34,150,7,,496,20.34,49.73,,23.63,5.58,1.13,5.27,,5.25,,3.03,,2.82,0.5,,,,4.23,
Himalayan belt,"SM-ND AGE AND PETROGENESIS OF RAMPUR METAVOLCANIC ROCKS, NW HIMALAYAS: LATE ARCHAEAN RELICS IN THE HIMALAYAN BELT",Rj9,THOLEIITE,31,77,2500,3175,3850,2420,2510,2600,0.565265238,53.28,0.86,14.3,9.75,0.13,6.24,8.4,1.8,1.9,0.2,33,109,219,,,,,18,56,185,19,90,,,448,,,,,,,,,,,,,,,,,,2.56,
Himalayan belt,"SM-ND AGE AND PETROGENESIS OF RAMPUR METAVOLCANIC ROCKS, NW HIMALAYAS: LATE ARCHAEAN RELICS IN THE HIMALAYAN BELT",Rj10,THOLEIITE,31,77,2500,3175,3850,2420,2510,2600,0.999324799,53.13,1.04,12.99,12.06,0.16,5.24,7.85,2.6,1.2,0.11,38,282,122,,,,,27,37,148,24,137,14,,,14.24,32.15,,15.05,3.54,0.89,3.09,,2.98,,1.74,,1.6,0.3,,,,3.51,
Himalayan belt,"SM-ND AGE AND PETROGENESIS OF RAMPUR METAVOLCANIC ROCKS, NW HIMALAYAS: LATE ARCHAEAN RELICS IN THE HIMALAYAN BELT",Rj11,THOLEIITE,31,77,2500,3175,3850,2420,2510,2600,0.038609002,52.6,1.17,13.37,12.84,0.14,7.05,5.94,2.44,0.6,0.2,41,325,452,,,,,23,16,135,19,82,6,,243,14.15,43.42,,18.21,4.19,1.07,4.31,,4.2,,2.1,,2.37,0.4,,,,1.97,
Himalayan belt,"SM-ND AGE AND PETROGENESIS OF RAMPUR METAVOLCANIC ROCKS, NW HIMALAYAS: LATE ARCHAEAN RELICS IN THE HIMALAYAN BELT",Rj13,THOLEIITE,31,77,2500,3175,3850,2420,2510,2600,0.069297746,51.46,1.43,15.14,12.69,0.16,4.12,8.13,3.21,1.17,0.3,41,275,140,,,,,14,28,189,37,163,9,,342,13.03,31.7,,14.15,3.42,0.96,3.21,,3,,1.67,,1.48,0.29,,,,4.32,
Himalayan belt,"SM-ND AGE AND PETROGENESIS OF RAMPUR METAVOLCANIC ROCKS, NW HIMALAYAS: LATE ARCHAEAN RELICS IN THE HIMALAYAN BELT",Rj14,THOLEIITE,31,77,2500,3175,3850,2420,2510,2600,0.080423251,53.49,1.72,14.3,11.93,0.17,5.37,7.85,2.2,0.9,0.32,44,316,107,,,,,7,35,176,42,194,11,,354,23.11,54.59,,25.6,6.09,1.52,5.65,,5.6,,3.15,,2.96,0.54,,,,5.04,
Himalayan belt,"SM-ND AGE AND PETROGENESIS OF RAMPUR METAVOLCANIC ROCKS, NW HIMALAYAS: LATE ARCHAEAN RELICS IN THE HIMALAYAN BELT",Rj15,THOLEIITE,31,77,2500,3175,3850,2420,2510,2600,0.043127976,52.19,1.22,14.18,11.93,0.18,5.48,8.58,2.6,1.31,0.13,37,277,218,,,,,19,24,143,35,160,14,,,20.76,48.21,,23.9,6.15,1.56,5.75,,5.59,,3.1,,3.09,0.55,,,,3.52,
Himalayan belt,"SM-ND AGE AND PETROGENESIS OF RAMPUR METAVOLCANIC ROCKS, NW HIMALAYAS: LATE ARCHAEAN RELICS IN THE HIMALAYAN BELT",Rj16,THOLEIITE,31,77,2500,3175,3850,2420,2510,2600,0.000686637,53.37,1.18,13.3,12.35,0.17,5.4,6.16,3.4,1.1,0.29,39,299,219,,,,,21,26,181,35,146,8,,314,20.42,47.56,,23.37,5.75,1.27,5.42,,5.26,,3.01,,2.8,0.48,,,,3.83,
Himalayan belt,"SM-ND AGE AND PETROGENESIS OF RAMPUR METAVOLCANIC ROCKS, NW HIMALAYAS: LATE ARCHAEAN RELICS IN THE HIMALAYAN BELT",Rj17,THOLEIITE,31,77,2500,3175,3850,2420,2510,2600,0.076556586,50.62,1.57,14.71,11.01,0.17,6.95,7.4,3.17,1.5,0.29,,,107,,,,,,19,179,42,197,13,,361,26.07,60.85,,29.03,6.96,1.65,6.34,,6.3,,3.64,,3.39,0.58,,,,5.02,
Himalayan belt,"SM-ND AGE AND PETROGENESIS OF RAMPUR METAVOLCANIC ROCKS, NW HIMALAYAS: LATE ARCHAEAN RELICS IN THE HIMALAYAN BELT",Rj18,THOLEIITE,31,77,2500,3175,3850,2420,2510,2600,0.030048123,51.19,1.29,14.66,11.33,0.16,7.77,8.13,2.2,0.8,0.27,,,163,,,,,,26,227,33,143,7,,249,20.49,46.56,,22.37,5.4,1.45,5.06,,5.04,,2.9,,2.77,0.45,,,,3.71,
Himalayan belt,"SM-ND AGE AND PETROGENESIS OF RAMPUR METAVOLCANIC ROCKS, NW HIMALAYAS: LATE ARCHAEAN RELICS IN THE HIMALAYAN BELT",Rj19,THOLEIITE,31,77,2500,3175,3850,2420,2510,2600,0.341462225,52,1.14,14.87,10.75,0.14,6.04,7.46,2.8,1.2,0.24,37,276,81,,,,,21,30,200,29,109,11,,,16.85,39.28,,20.67,4.97,1.43,4.76,,4.76,,2.41,,2.63,0.42,,,,3.78,
Himalayan belt,"SM-ND AGE AND PETROGENESIS OF RAMPUR METAVOLCANIC ROCKS, NW HIMALAYAS: LATE ARCHAEAN RELICS IN THE HIMALAYAN BELT",Rj20,THOLEIITE,31,77,2500,3175,3850,2420,2510,2600,0.005903948,49.65,1.53,13.9,13.59,0.17,6.42,7,3.4,1.2,0.32,40,326,121,,,,,26,23,216,39,185,10,,441,25.06,58.73,,28.16,6.55,1.55,6.04,,6,,3.39,,3.18,0.52,,,,3.55,
Himalayan belt,"SM-ND AGE AND PETROGENESIS OF RAMPUR METAVOLCANIC ROCKS, NW HIMALAYAS: LATE ARCHAEAN RELICS IN THE HIMALAYAN BELT",Rj21,THOLEIITE,31,77,2500,3175,3850,2420,2510,2600,0.654631853,52.93,1.46,12.99,12.82,0.16,5.4,8.13,2,1.1,0.3,40,300,96,,,,,26,24,229,31,134,12,,,18.35,42.58,,22.14,5.15,1.5,5.03,,5.08,,2.63,,2.82,0.45,,,,3.62,
Himalayan belt,"SM-ND AGE AND PETROGENESIS OF RAMPUR METAVOLCANIC ROCKS, NW HIMALAYAS: LATE ARCHAEAN RELICS IN THE HIMALAYAN BELT",Rj22,THOLEIITE,31,77,2500,3175,3850,2420,2510,2600,0.000624261,52.88,1.43,13.8,12.92,0.16,4.43,7.57,3.13,0.43,0.26,40,315,130,,,,,28,14,260,33,145,10,,143,20.13,45.87,,22.59,5.39,1.45,4.96,,5.09,,2.89,,2.72,0.45,,,,3.95,
Himalayan belt,"SM-ND AGE AND PETROGENESIS OF RAMPUR METAVOLCANIC ROCKS, NW HIMALAYAS: LATE ARCHAEAN RELICS IN THE HIMALAYAN BELT",Rj23,THOLEIITE,31,77,2500,3175,3850,2420,2510,2600,0.017302698,52.9,1.67,14.89,13.14,0.17,3.91,7.83,3,0.17,0.32,,,177,,,,,,6,185,42,193,11,,478,26.91,63.65,,30.11,7.17,1.7,6.4,,6.42,,3.65,,3.39,0.62,,,,5.26,
Himalayan belt,"SM-ND AGE AND PETROGENESIS OF RAMPUR METAVOLCANIC ROCKS, NW HIMALAYAS: LATE ARCHAEAN RELICS IN THE HIMALAYAN BELT",Rj25,THOLEIITE,31,77,2500,3175,3850,2420,2510,2600,0.068662912,50.49,1.74,14.43,13.82,0.19,4.03,8.41,2.15,0.83,0.41,,,102,,,,,,21,218,47,209,19,,,,,,,,,,,,,,,,,,,,5.59,
Himalayan belt,"SM-ND AGE AND PETROGENESIS OF RAMPUR METAVOLCANIC ROCKS, NW HIMALAYAS: LATE ARCHAEAN RELICS IN THE HIMALAYAN BELT",Rj26,THOLEIITE,31,77,2500,3175,3850,2420,2510,2600,0.841021359,52.28,1.62,13.6,13.99,0.17,4.33,7.85,2.6,0.8,0.3,,,135,,,,,,19,200,40,187,11,,426,,,,,,,,,,,,,,,,,,4.94,
Himalayan belt,"SM-ND AGE AND PETROGENESIS OF RAMPUR METAVOLCANIC ROCKS, NW HIMALAYAS: LATE ARCHAEAN RELICS IN THE HIMALAYAN BELT",Rj27,THOLEIITE,31,77,2500,3175,3850,2420,2510,2600,0.988551855,52.73,1.45,14.13,12.01,0.18,6.26,7,2.95,0.67,0.28,,,121,,,,,,17,164,40,187,9,,722,,,,,,,,,,,,,,,,,,4.78,
Himalayan belt,"SM-ND AGE AND PETROGENESIS OF RAMPUR METAVOLCANIC ROCKS, NW HIMALAYAS: LATE ARCHAEAN RELICS IN THE HIMALAYAN BELT",Rj28,THOLEIITE,31,77,2500,3175,3850,2420,2510,2600,0.994805038,52.93,1.85,14.48,12.2,0.16,4.63,6.44,2.9,0.93,0.39,49,2.38,130,,,,,196,24,168,41,178,15,,,,,,,,,,,,,,,,,,,,5.06,
Himalayan belt,"SM-ND AGE AND PETROGENESIS OF RAMPUR METAVOLCANIC ROCKS, NW HIMALAYAS: LATE ARCHAEAN RELICS IN THE HIMALAYAN BELT",Rj29,THOLEIITE,31,77,2500,3175,3850,2420,2510,2600,0.713310719,51.37,1.34,14.88,12.45,0.19,6.55,7.28,2.07,1.14,0.23,,,102,,,,,,33,218,30,156,16,,,,,,,,,,,,,,,,,,,,3.81,
Himalayan belt,"SM-ND AGE AND PETROGENESIS OF RAMPUR METAVOLCANIC ROCKS, NW HIMALAYAS: LATE ARCHAEAN RELICS IN THE HIMALAYAN BELT",Rn3,THOLEIITE,31,77,2500,3175,3850,2420,2510,2600,0.985208631,50.46,1.26,14.73,12.43,0.23,6.13,7.84,2.41,1.09,0.19,42,5.84,162,,,,,134,20,50,39,148,14,,,,,,,,,,,,,,,,,,,,,
Himalayan belt,"SM-ND AGE AND PETROGENESIS OF RAMPUR METAVOLCANIC ROCKS, NW HIMALAYAS: LATE ARCHAEAN RELICS IN THE HIMALAYAN BELT",Rn6,THOLEIITE,31,77,2500,3175,3850,2420,2510,2600,0.991587341,51.16,1.16,12.99,8.62,0.15,8.26,11.2,2.2,1.6,0.2,,,276,,,,,,28,201,18,53,10,,,,,,,,,,,,,,,,,,,,0.35,
Himalayan belt,"SM-ND AGE AND PETROGENESIS OF RAMPUR METAVOLCANIC ROCKS, NW HIMALAYAS: LATE ARCHAEAN RELICS IN THE HIMALAYAN BELT",Rn12,THOLEIITE,31,77,2500,3175,3850,2420,2510,2600,0.927852452,50.9,1.35,14.84,12.48,0.14,5.6,7.81,2.69,1.44,0.17,31,1.93,121,,,,,157,22,140,32,142,10,,,,,,,,,,,,,,,,,,,,4.48,
Himalayan belt,"SM-ND AGE AND PETROGENESIS OF RAMPUR METAVOLCANIC ROCKS, NW HIMALAYAS: LATE ARCHAEAN RELICS IN THE HIMALAYAN BELT",B6,THOLEIITE,31,77,2500,3175,3850,2420,2510,2600,0.989716232,51.33,0.86,14.11,9.21,0.21,8.66,7.9,3.32,1.1,0.14,,,145,,,,,,41,121,19,90,8,,,,,,,,,,,,,,,,,,,,2.12,
Himalayan belt,"SM-ND AGE AND PETROGENESIS OF RAMPUR METAVOLCANIC ROCKS, NW HIMALAYAS: LATE ARCHAEAN RELICS IN THE HIMALAYAN BELT",B12,THOLEIITE,31,77,2500,3175,3850,2420,2510,2600,0.985373855,51.83,0.79,13.74,9.76,0.21,8.05,7.85,3.8,1.4,0.16,37,3.58,142,,,,,129,22,141,19,81,8,,,,,,,,,,,,,,,,,,,,1.5,
Himalayan belt,"SM-ND AGE AND PETROGENESIS OF RAMPUR METAVOLCANIC ROCKS, NW HIMALAYAS: LATE ARCHAEAN RELICS IN THE HIMALAYAN BELT",B20,THOLEIITE,31,77,2500,3175,3850,2420,2510,2600,0.97784996,50.46,0.73,14.83,10.29,0.16,8.18,7.55,3.71,1.15,0.16,,,234,,,,,,83,62.5,,,,,10,,,,,,,,,,,,,,,,,,19,
